"S25 Alt-Reinickendorf-> Gesundbrunnen
2 männlich gelesen, komplett schwarz angezogen, 1 mit schwarzer Mütze und S-Bahn-Ausweis umgehängt, 1 mit Tattoos am Nacken",2024-02-07 07:26:32
2 schwarz angezogen männlich gelesene Kontrolettis grade Sbahn Zoo eingestiegen Richtung Westen,2024-02-07 07:55:24
S5 (currently at Warschauer Str) to Ostbahnhof,2024-02-07 07:15:20
"S5 Richtung Mahlsdorf, gerade wuhletal. Zwei männlich gelesene Personen (beide dunkel gekleidet, eine mit cap) und eine weibliche gelesene (mit tattoos im Gesicht).",2024-02-07 06:44:14
S Heidelberger Platz,2024-02-07 06:38:01
"grade alex M4, steigen jetzt am Saturn aus  (U Alexanderplatz)",2024-02-07 06:27:27
nochmal die beiden,2024-02-07 06:26:55
"Zwei männlich gelesen S42, gerade Südkreuz raus",2024-02-07 05:35:46
U8 witenau pankstr Es gibt Polizei,2024-02-06 23:36:54
Leinestraße ganz viel Polizisten,2024-02-06 21:15:02
U8 Heinrich Heine. 2 Blauwesten,2024-02-06 20:53:51
Sind jetzt nicht eingestiegen,2024-02-06 18:21:05
"U7 adenauer platz Richtung Rudow, 4 männl gls 1 weibl gls mit blau weste",2024-02-06 18:20:38
"U7 Richtung Rudow, Wilmersdorfer Straße",2024-02-06 18:10:01
10-12 cops at samariterstraße platform,2024-02-06 17:56:34
Platform,2024-02-06 17:53:21
U2 Alexander,2024-02-06 17:52:59
"18:42 uhr, weitergeleitet:

""U2 Klosterstraße
Blauwesten""",2024-02-06 17:48:29
"Potsdamer Platz (U), Blue vests on the platform",2024-02-06 16:44:31
🙏,2024-02-06 16:38:59
"Nein, das geht nicht. Nur personalisierte Tickets. Also mit einem Namen.",2024-02-06 16:38:17
"Kann ich so ein Ticket nachreichen, wenn ich erwischt wurde? Ist ein Jobticket meines Mitbewohners. Steht kein Name drauf",2024-02-06 16:35:11
"If there is a big control on a station then cops are there almost all the time too.
Also:
Please report cops and other dangerous people in this group.
For questions please join @Diskussionsgruppe.",2024-02-06 16:16:26
Nor that of the Ordnungsamt,2024-02-06 16:12:13
No. It's not their remit,2024-02-06 16:12:01
Do cops ever check tickets?,2024-02-06 16:10:45
they are still there but not checking tickets,2024-02-06 16:08:25
are they still there? and checking tickets?,2024-02-06 16:02:22
"M29 Richtung Hermannplatz, Kudamm drei Männer eingestiegen mit Bos Weste und schwarzen Klamotten",2024-02-06 15:56:06
11 cops at möckernbrucke,2024-02-06 15:51:06
Wittenbergplatz u3,2024-02-06 15:46:14
"S41, s42, s45, s46, s47",2024-02-06 15:41:31
Zwischen hermannstraße und tempelhof massenkontrolle mit dunkelgrünen westen,2024-02-06 15:38:01
"16:31 uhr, weitergeleitet:

""U Kurfürstenstraße
2 Kontis""",2024-02-06 15:33:20
"gucken nur auf Navigator QR
scannen aber nicht",2024-02-06 15:14:28
"S42 - 3 männl. gelesen 
zwei in grünen 'DB Prüfpersonal' westen

jetzt Hermannstraße ausgestiegen.",2024-02-06 15:12:40
Gleich in s42  eingestiegen,2024-02-06 15:09:13
2 Personen in grünen Westen,2024-02-06 15:07:34
S41 gleich tempelhof,2024-02-06 15:07:15
"u3 kurfürstenstr. am gleis mit bos westen, machen wohl gerade pause",2024-02-06 14:17:40
S41 hermanstrasse,2024-02-06 14:22:25
S42 templehof,2024-02-06 14:28:15
2 männlich gelesene Personen in grüner Weste eingestiegen am Tempelhof in S42,2024-02-06 14:57:06
U9 Hansa bis Zoo. BOS Jackets,2024-02-06 14:29:32
"They ask you to use U9 instead, which is being massively controlled",2024-02-06 14:46:19
"u7 Rathaus spandau, gerade mehringdamm eingestiegen. 2 x m , mit gelbe Westen",2024-02-06 14:22:35
Kontrolle Tempelhof beibder Sbahn Stehen am Gleis,2024-02-06 14:02:29
Tempelhof Prüfpersonal auf dem sbahnGleis,2024-02-06 14:50:00
S85 nach grünau,2024-02-06 14:27:14
U7 auf Bahnsteig Richtung Rathaus Spandau 2 Männer ein Frau,2024-02-06 14:05:39
Große Kontrolle s42 Tempelhof,2024-02-06 14:26:57
U7 between Berliner Str and Möckernbrücke not working,2024-02-06 14:45:43
M10 direction werschauerstr- 2 people in civilian clothes . Got off at nordbahnof,2024-02-06 14:48:30
Ringbahn Tempelhof,2024-02-06 14:02:29
ring zw. templehof and hermannstrasse. green vests,2024-02-06 13:09:59
Mind 5. Menschen (alles Opfer) in der U9 Richtung Turmstraße Richtung Steglitz,2024-02-06 13:43:18
,2024-02-06 13:23:32
Nollendorfplatz,2024-02-06 13:35:43
S5 arrivin at friedrichsstrasse,2024-02-06 13:23:01
"am kotti u8 gleis richtung hermannstr mit gelben westen, steigen nicht ein",2024-02-06 13:24:15
"Aber die sind eh da ausgestiegen, also mach dir keine Sorge falls du in der Bahn bist",2024-02-06 13:00:05
Mehringdamm 2 blaue Westen,2024-02-06 13:26:55
Alexanderplatz. On the platform.,2024-02-06 13:10:45
2 Blauwesten Gesundbrunnen grad in die U8 Richtung Hermannstr. eingestiegen.,2024-02-06 13:17:21
5 blauwesten w gelesen + 1 blauweste m gelesen am U bernauer,2024-02-06 13:35:16
U3,2024-02-06 13:36:20
,2024-02-06 13:36:05
187 kleistpark Richtung halbauer weg,2024-02-06 13:54:19
"S9 Richtung Spandau, grade Savignyplatz",2024-02-06 13:48:26
U8 Voltastr Richtung wittenau 2x blauwesten,2024-02-06 12:34:44
U9 Birkenstraße Richtung Rathaus Steglitz. 2 männlich gelesen. Eingestiegen erster Wagon.,2024-02-06 12:25:06
"1 männl gelesen M10 Richtung Warschauer Straße, Gedenkstätte Berliner Mauer ausgestiegen",2024-02-06 12:20:01
Kurt Schumacher Platz am Gleis U6 4 Leute in blauer Weste,2024-02-06 12:28:37
2 Herren,2024-02-06 12:50:06
S9???,2024-02-06 12:58:15
S47 tempelhof to Hermannstraße,2024-02-06 12:22:15
"M10 Richtung Hbf 3m, einer mit Brille. Höhe Invalidenpark rein",2024-02-06 12:55:12
S7 noldenerplatz Richtung Mitte 2 kontrolletis,2024-02-06 12:57:47
,2024-02-06 12:22:44
U8 Rosi Richtung Hermannstrasse,2024-02-06 12:35:59
U 8 Rosenthaller Richtung hermannplatzt,2024-02-06 12:39:54
Westkreuz S42,2024-02-06 12:07:40
4x conrollers,2024-02-06 12:24:42
Sorry. 46 nach westend war das,2024-02-06 12:51:18
U9 - 3 Kontrolleure am Hansaplatz,2024-02-06 11:53:50
"Kotti: 1civil 1weste, auf dem Bahnsteig U1 Richtung Warschauer Straße",2024-02-06 11:33:30
U3 Gleisdreieck Richtung Warschauer Straße,2024-02-06 11:23:41
2 Kontros S3 Karlshorst,2024-02-06 11:20:03
"U9, Richtung Osloer str., 2p. bei Hansaplatz ausgestiegen",2024-02-06 11:41:09
"12:13 uhr, weitergeleitet:

""U9 Turmstraße
2 BOS""",2024-02-06 11:14:34
U9 westhafen stehen 5 rum,2024-02-06 11:22:38
Sind bundesplatz ausgestiegen,2024-02-06 11:51:17
Now in beusselstrasse,2024-02-06 11:49:24
Drei Personen mit dunklen Westen,2024-02-06 11:50:35
Zwei bleu vests @ Heinrich-heine,2024-02-06 11:46:49
u5 schillingstr richtung hönow,2024-02-06 11:08:45
3 Blauwesten u9 richtung Rathaus Steglitz am Hansaplatz rein,2024-02-06 11:27:38
kontros jungfernheide,2024-02-06 11:46:08
Polizei u8 kottbusser Tor,2024-02-06 11:42:08
S41,2024-02-06 10:17:08
S1 gerade jungfernheide,2024-02-06 10:08:30
"118er wird kontrolliert Richtung s Wannsee, gerade Potsdamer Chaussee/Lindenthaler",2024-02-06 10:10:56
U6 Rehberge 3 blauweste,2024-02-06 10:26:34
U8 rosenthalter Platz ausgestiegen,2024-02-06 10:30:18
"11:36 uhr, weitergeleitet:

""S9 Charlottenburg
Richtung Osten
1 Konti, beige Cargo Hose, schwarze Jacke, lange Haare im Dutt""",2024-02-06 10:37:04
U1/U3 Möckernbrucke blue vests,2024-02-06 10:42:23
3 männer in bvg jacke stehen an der u5 richtung hbf,2024-02-06 10:53:35
"Hat jemand ein Ticket, was ich nachreichen kann? Würde gerade erwischt und hab gesagt dass ich es vergessen hätte?",2024-02-06 10:13:09
"U9 Turmstrasse am Gleis ein Typ mit Mütze und Weste, war gerade in u9 Richtung Osloer Strasse. Steigt wahrscheinlich gleich in u9 Richtung Steglitz",2024-02-06 10:52:40
M43 Ostkreuz ausgestiegen,2024-02-06 10:36:59
U9 dunkelblaue BOS Kleidung mehrere Personen gerade Hansaplatz aus der Bahn Richtung Rathaus Steglitz ausgestiegen,2024-02-06 10:42:21
2 Damen in Gesundbrunnen U 8 mit Weste,2024-02-06 10:58:12
"S85 Richtung Pankow höhe S Greifswalder, 2 m
Einer hat helle cargo hose und schwarze Jacke, der andere blaue Hose und graue Jacke + Brille",2024-02-06 10:27:12
"U6 kurt schumacher platz, 3 kontrollmenschen",2024-02-06 10:00:29
S1 Richtung Wannsee. Station Zehlendorf. Bleiben im Wagen,2024-02-06 09:43:04
sorry sind doch erst westkreuz ausgestiegen,2024-02-06 09:27:03
"s1 auf ring halensee ausgestiegen, 2, einer auffällig groß mit schwarzer weste über weißem sweatshirt",2024-02-06 09:24:59
"2 blaue Westen gerade U-Bahnhof Seeszr ausgestiegen, Richtung Alt-Mariendorf",2024-02-06 09:26:09
U6 seestr am bahnsteig,2024-02-06 09:26:36
"S5 Westkreuz in Zivi. 2 m gelesene Personen. Einer hat braune Jacke, schwarze Hose und schwarze mütze an. Charlottenburg ausgestiegen",2024-02-06 09:57:17
U9 Hansaplatz Richtung Rathaus Steglitz,2024-02-06 09:55:39
"U7 bayerischer Platz Richtung Spandau, 3 männlich gelesen mit dunkel blau Sicherheit Jacke",2024-02-06 09:46:43
"Zwei Weiblich, eine männlich gelesene Person",2024-02-06 09:10:27
Steigen bernauer aus,2024-02-06 09:12:48
In der bahn voltastraße,2024-02-06 09:11:31
S9 flughafen BER jetzt Ostbanhof ausgestiegen,2024-02-06 09:17:21
S 1 Richtung Wannsee. Am Mexikoplatz Wagen gewechselt,2024-02-06 09:46:07
They left the train @ kotbusser tor,2024-02-06 09:55:14
Gesundbrunnen U8 Rochtung Hermannstr.,2024-02-06 09:09:21
U8,2024-02-06 08:22:56
s Flughafen schöneweide richtung Flughafen,2024-02-06 08:41:07
S42 steigen jetzt Landsberger Allee aus,2024-02-06 08:06:08
Osloerstr direction wittenau 2 or 3 in blue,2024-02-06 08:22:30
2 mann in zivi,2024-02-06 08:50:30
"M5 ri Hbf Höhe Klinikum Friedrichshain, weibl. gelesen",2024-02-06 08:49:35
rehberge raus,2024-02-06 08:15:03
"Originalbild gelöscht.
Bitte alle Gesichter aus den Bildern übermalen oder rausschneiden.

Es ist nicht ok einen ganzen Wagen oder Plattform zu fotografieren und hier reinzustellen.",2024-02-06 08:12:53
S42 richtung eingesteigen frankfurter allee richting westkreuz,2024-02-06 08:50:20
"2xm (grüne und weiße Jacke) S1 Richtung Spindlersfeld, aktuell Willhelmsruh",2024-02-06 08:17:05
U8 jannowitzbrucke. Heading towards Hermanstrasse,2024-02-06 08:27:45
"3x männlich gelesen mit blauen westen, u6 seestr richtung kutschi eingestiegen",2024-02-06 08:14:37
Security and blue vest controllers at Kottbusser Damm U8 platform to Hermannstr.,2024-02-06 08:39:08
Jetzt Prenzlauer Allee auf dem Gleis,2024-02-06 08:39:41
"2x mit grüner Weste, gerade aus der S7 Ahrensfelde in S+U Friedrichstr. ausgestiegen",2024-02-06 08:52:25
s9 charlottenburg direction east,2024-02-06 07:17:06
"U8 osloer, 4 blauweste, Richtung Hermannstr",2024-02-06 07:48:43
getting out at gesundbrunnen,2024-02-06 07:19:35
S5 zwischen Savigny Platz und Charlottenburg ein Mann und eine Frau,2024-02-06 07:46:06
U9 zoologischer garten richtung osloer str 5-6 BOS kontrolleure,2024-02-06 07:14:30
"S3 Karlshorst, 2 women and 1 men in black",2024-02-06 07:39:44
they are waiting on the platform for the next u8 wittenau arriving at gesundbrunnen,2024-02-06 07:21:16
Jetzt Bellevue ausgestiegen,2024-02-06 07:22:36
S2  richtung buch grad s am s karow ganz hinten,2024-02-06 07:40:24
With a white coat,2024-02-06 07:31:41
Ubhf Wedding drei blauwesten am Bahnsteig haben jmd erwischt,2024-02-06 07:25:35
Savinipladz 8:54,2024-02-06 07:54:23
2 schwarz gekleidete männlich gelesene,2024-02-06 07:10:59
"S7 Richtung Ahrensfelde, aktuell Friedrichstraße",2024-02-06 07:20:18
U9 Turmstr. ausgestiegen,2024-02-06 07:30:11
S46 Schöneberg Richtung Innsbrucker Platz,2024-02-06 06:46:22
"An der u bernauer stehen vier blauwesten, steigen vermutlich Richtung Hermannstraße ein",2024-02-06 06:38:10
Mollstr/ Otto braun,2024-02-06 06:31:50
,2024-02-06 06:31:48
M4,2024-02-06 06:31:44
"Kontrolle in s42, gerade am treptower Park. Männlich gelesene Person mit schwarzer Adidas-Jacke und Vollbart.",2024-02-06 06:24:02
Danke 🙏,2024-02-05 21:41:40
👍,2024-02-05 21:13:10
@lostandfoundberlin,2024-02-05 20:33:01
Kannst nur personalisierte Tickets  nach reichen,2024-02-05 19:30:41
Jetzt bin ich da Mitglied. Wie geht es weiter ?,2024-02-05 19:10:33
Werde Mitglied beim 9€ Fond.https://9eurofonds.de/,2024-02-05 19:02:50
"Ich habe eine Frage wurde beim schwarzfahren erwischt, der Typ war so nett und meinte ob ich nicht jemanden hab von dem ich das Ticket nachreichen kann Online? Hat jemand eine Ahnung wie das geht und ggf. so ein Ticket? Sorry falsch das hier falsch ist",2024-02-05 18:54:56
U3 Richtung Warschauer Straße,2024-02-05 18:53:37
"19:27 uhr, weitergeleitet:

""U7 Blissestraße
Richtung Rudow
2 mit blauer Weste""",2024-02-05 18:28:27
Ne menge bullen und secus aufm u8 gleis an der osloer,2024-02-05 18:23:09
Steigen aus,2024-02-05 18:19:04
U7 Richtung Rudow gerade Jungfernheide 2 kontrolettis in westen,2024-02-05 18:18:44
2 Blauwesten u8 Rosenthaler Platz Richtung herrmannstr,2024-02-05 18:15:02
U3 Breitenbachplatz in the direction to Warschauer Str.,2024-02-05 18:09:27
Tram 21 steigen gleich drei Kontrolettis Richtung Lichtenberg ein,2024-02-05 18:03:32
Am gleis,2024-02-05 17:57:52
3 BOS Dahlem Dorf richtung Warschauer Strasse,2024-02-05 17:57:37
2x in BOS Jacken + 1x weiẞe fleecjacke - Kurfürstenstraße u1/u3 nach Warschauer str,2024-02-05 17:56:28
U9 Hansaplatz ausgestiegen,2024-02-05 17:51:53
Wilhemdorferstr u7 platform 4-6 b.o.s. In uniform,2024-02-05 17:50:59
"Kontrolle 1 w und 1 m, gerade U Wittenbergplatz raus",2024-02-05 17:36:00
I'm assuming towards mitte,2024-02-05 17:27:27
Kaiser in augusta blue vest u6,2024-02-05 17:26:06
"18:07 uhr, weitergeleitet:

""U6 Tempelhof
Richtung Stadt
2 Blauwesten""",2024-02-05 17:12:11
U6 Platz der Luftbrücke 2 Blauwesten,2024-02-05 17:09:56
"17:44 uhr, weitergeleitet:

""U6 Unter den Linden
BOS blau neongelb""",2024-02-05 17:01:51
"Auch die Antworten hierauf (zum Thema, ob in zivil kontrolliert werden darf) verschiebe ich in die Diskussionsgruppe und lösche sie hier.",2024-02-05 16:58:59
kontrollierende Blauwesten an der U2 so-called Mohrenstraße gerade ausgestiegen,2024-02-05 16:47:25
"Sind Heinrich jetzt ausgestiegen, aber zu dritt",2024-02-05 16:33:14
U8 zwei blauwesten am Alex Richtung Hermannstraße,2024-02-05 16:28:14
Bahnsteig Hackescher Markt. Ohne Westen,2024-02-05 15:46:14
U9 Spichernstrasse richtung Osloerstr BOS-Kontrolleure auf dem Bahnsteig haben ein Paar erwischt,2024-02-05 15:44:30
S7 Richtung Potsdam. Jetzt hackescher markt,2024-02-05 15:42:22
U 6 westphalweg blauwesten,2024-02-05 15:26:04
U3 Kurfürstenstraße 2 bos in the middle to Warschauer str,2024-02-05 15:17:51
"eben U8 ab Jannowitzbrücke (richtung unbekannt)
neonorangene jacke, männlich gelesen, weiß und alleine unterwegs!",2024-02-05 15:06:34
"Soweit ich weiß, hat Wewatch keine Ticketkontrollen",2024-02-05 15:05:18
"S5 Alexanderplatz gerade am Gleis ausgestiegen

  mind. 2 Kontrolletis, einer männl. gelesen, schwarzer Parker mit Kunstfellkragen",2024-02-05 14:31:16
Sind Hbf raus,2024-02-05 14:18:32
"Sind ins S5 eingestiegen, gerade Hbf Richtung Ost",2024-02-05 14:17:04
"Sind Tiergarten ausgestiegen, jetzt auf Gleis",2024-02-05 14:10:01
u5 frankfurter tor nach hauptbahnhof 3 bos,2024-02-05 14:07:42
"S5
Bellevue Richtung CHB",2024-02-05 14:07:36
Bus Station Sophie Charlotte Straße,2024-02-05 14:07:20
1 weib. 1 Män. Gelesene mit Blaue Vesten am ubhf Ullsteibstr U6 Richtung Alt Mariendorf,2024-02-05 14:03:04
Alexanderplatz Platform richtung Westen,2024-02-05 13:48:36
M45 Richtung spandau: sophie Charlotte str,2024-02-05 13:45:30
Jetzt Mehringdamm ausgestiegen,2024-02-05 13:37:46
"U7 möckernbrücke b.o.s mit bvg sicherheit, grade auf dem gleis richtung rathaus spandau",2024-02-05 13:17:15
U9  Leopoldplatz drei Kontrollen in zivil Richtung oslower,2024-02-05 13:54:46
Ich verschiebe die Antworten hierauf mal in die Diskussionsgruppe und lösche sie hier.,2024-02-05 13:15:29
"Ubhf alt-tempelhof Linie u6 2 Kontrolleure, eine weiblich gelesene und ein männlich gelesener
Dunkelblaue westen",2024-02-05 13:54:22
"U9 at zoobahnhof to rathaus steglitz, police and ticket control",2024-02-05 13:38:56
ziemlich weit hinten,2024-02-05 13:17:33
U6 Hallesches Tor 2 Westen,2024-02-05 13:33:11
U8 voltastrasse blaue weste,2024-02-05 13:18:19
Zwei blauwesten männlich gelesen stadtmitte sind jetzt jn die u6 richtung karl schuhmacherplatz,2024-02-05 13:20:45
2x b.o.s,2024-02-05 13:46:33
Neon orange Jacke,2024-02-05 13:48:56
"S42 nächste station S hermannstraße;
Schwarze Jacke, dort ausgestiegen",2024-02-05 13:58:46
"u7 Gneisenaustr Station, 4x gelbe Weste",2024-02-05 12:24:39
u8 gesundbrunnen richtung hermannstr 3 in blauen westen,2024-02-05 12:43:19
kontrolle zwischen s hauptbahnhof und s friedrichst.,2024-02-05 12:16:11
"2 (read as) older white guys with dark blue vests at busstation lohmühlenstraße, likely getting back on bus 194",2024-02-05 12:01:43
Wahrscheinlich Richtung Warschauer Strasse,2024-02-05 12:47:00
"S7 Richtung Potsdam. Steigen gleich Tiergarten aus. 3 Leute, alle schwarze Daunen Jacken",2024-02-05 12:52:10
Naturkundenmuseum u6 am gleis richt. Alt mariendorf,2024-02-05 12:51:27
Richtung k Schumacher,2024-02-05 12:21:23
M1 Zionskirchplatz,2024-02-05 12:35:23
U6 Reinickendorfer 3 blauwesten,2024-02-05 12:21:05
,2024-02-05 12:55:29
die 2 steigen hier aus,2024-02-05 12:33:45
"Hermannpltz u8, 2 blue ppl",2024-02-05 12:59:38
"5 guys sbahn tiergarten, not sure where theyre headed next",2024-02-05 12:55:29
2 blaua moritzplazz aufm gleis richtung wittenau,2024-02-05 12:13:32
U2 buch,2024-02-05 11:20:53
"S Wedding gerade 2 in zivil ausgestiegen (einer blaue Jeans, olivgrüner Mantel mit Kapuze, schwarze Haare, nicht groß), steigen wahrscheinlich gleich wieder in S41",2024-02-05 11:58:58
Gerade Wuhlheide,2024-02-05 11:23:55
S41 2 männlich schwarze Jacken gerade Greifswalder,2024-02-05 11:54:52
Fahren richtig rathaus,2024-02-05 11:10:12
4 kontros in schwarz  u7 Bismarck Straße,2024-02-05 11:07:53
S Wedding,2024-02-05 11:31:42
S3 they just went out in rummelsburg,2024-02-05 11:12:51
S3 Richtung Köpenick,2024-02-05 11:23:45
U6 - Kochstraße. 3 männlich gelesen in Blau,2024-02-05 11:46:47
"S7 direction Ahrensfelde, between Babelsberg and griebnitzsee, got off griebnitzsee",2024-02-05 11:16:14
"U 3 Wittenbergplatz (Richtung Warschauer Straße)
B.o.s Westen warten auf Ubahn (vorne)",2024-02-05 11:53:54
"S41 zugestiegen bei Wedding, jetzt Gesundbrunnen",2024-02-05 11:22:42
"U8 Richtung Hermannstraße gerade Pankstraße, blaue Westen mindestens 4 Menschen",2024-02-05 11:44:09
3k U9 direction Osloer Str. now at Walther Schreiber Platz,2024-02-05 11:18:53
"Jetzt in U7 Neukölln nach Rudow, glaube ich nur eine Person",2024-02-05 10:41:56
U6 stadtmitte 3 am gleis,2024-02-05 10:26:59
Blücherstr raus,2024-02-05 10:23:41
"M41 nach Schöneweide 3 BOS (zivil, eine Person mit BOS Weste ) gerade Hallesches abgefahren",2024-02-05 10:22:38
U7 blisse str Richtung Spandau,2024-02-05 10:16:08
"U5 nach Hauptbahnhof, jetzt am Rotes Rathaus",2024-02-05 10:15:33
And now also police on the train,2024-02-05 10:02:06
"U6 direction Alt mariendorf, metro station meringhdam, 10 orange vests inside the train",2024-02-05 10:01:23
Ca 3 blauwesten hallesches tor am gleis von der u6 richtung alt tegel,2024-02-05 09:33:37
u moritzplatz 2 frau blauwesten,2024-02-05 09:19:36
Wittenbergplatz,2024-02-05 09:03:02
Alt buckow 3 m kontrolletis blaue Westen Bushaltestelle Richtung johannisthaler chaussee,2024-02-05 09:31:53
Where now?,2024-02-05 09:18:58
Kontrolletti squad in u3 Richtung Gerade Lanke,2024-02-05 09:02:46
Südstern gleich,2024-02-05 09:24:11
Jetzt Südstern ausgestiegen,2024-02-05 09:25:02
"2 guys X 49 Richtung Spandau, now",2024-02-05 09:41:12
"S42 Wedding jetzt Richtung  Gesundbrunnen 41. Ein einzelner Typ, grüne Jacke. Zivil. Strange...",2024-02-05 09:01:47
Does anyone know if ticket-controllers have a fixed salary or they get a percentage of fines and whether that it's legal?,2024-02-05 09:05:10
"u8 nach Hermannstraße Voltastr ausgestiegen
m in dieser Weste und w in schwarz",2024-02-05 09:54:25
U7 Richtung rudow,2024-02-05 09:24:05
"5 Personen ohne Westen. S7 Richtung Ahrensfelde, gerade Lichtenberg",2024-02-05 09:09:45
"10:42 uhr, weitergeleitet:

""U3 Görlitzer Bahnhof ausgestiegen
war Richtung Warschauer
3 junge Kontis
1 davon mit Mütze und BOS Jacke dunkelblau
der Rest unauffällig""",2024-02-05 09:50:25
U8 Voltastr nach Hermannstr,2024-02-05 08:47:14
u6 templehof checking tickets now,2024-02-05 08:48:22
3 Personen U5 Samariterstr steigen in die nächste U5 Richtung Hönow.,2024-02-05 08:02:09
3 man bvg uniform,2024-02-05 08:21:20
Blaue westen am alex u8 auf dem gles richtung wittenau,2024-02-05 08:09:38
U8 gerade am Alexanderplatz ausgestiegen,2024-02-05 08:09:15
"Hello people, does anyone know if I can use the public transport with a philarmonie ticket? 

Hallo zusamen, 
Weisst jemand ob ich kann BVG mit mein Philarmoniekarte benutzen?",2024-02-05 08:56:35
Fahren jetzt Greifswalder ein,2024-02-05 08:41:19
Sind Frankfurter Allee wieder raus.,2024-02-05 08:06:27
M46 Richtung Britz Süd gerade Haltestelle Schöneberger Straße. 3 männl. gelesen. Fahren im Bus mit und kontrollieren alle die neu einsteigen.,2024-02-05 08:43:58
u8 richtung alex eine blaue weste,2024-02-05 08:28:31
"4 bluewests U8 to Hermanstr, Pankstr now",2024-02-05 08:32:29
U9 richtung rathaus steglitz in zoo grtn eingesteigen,2024-02-05 08:21:46
"3 blauwesten am ubh tempelhof, sehen so aus als wollten sie gleich in die u6 richtung kurt schumacher einsteigen.",2024-02-05 08:47:30
"U6 Platz der Luftbrücke
3 blaue westen
Sind am gleis",2024-02-05 08:28:19
U6 Mehringdamm gerade 2 raus. Sind am Gleis,2024-02-05 07:58:15
kontrolle am m2 richtung hackersher markt,2024-02-05 07:56:22
Alt Mariendorf eingestiegen,2024-02-05 07:51:46
"3 Blaue Veste, 2 Dunkel Hoodies Platz der Luftbrücke",2024-02-05 07:51:28
S 41 Frankfurter->storkower,2024-02-05 07:36:32
Now s42 frankfurter allee,2024-02-05 07:31:57
S41 landsburger allee. Woman green hoodie scarf,2024-02-05 07:29:01
"S75, Ostkreuz, mannlich",2024-02-05 07:25:29
U8 gesundbrunnen zwei blauwesten,2024-02-05 06:20:09
U8 Voltastrasse auf dem Bahnsteig 2 Kontrollis,2024-02-05 06:17:31
Still there,2024-02-04 23:36:04
BOS 2 men in light blue jackets at Boddinstraße. They are on the quay,2024-02-04 22:32:48
Really at this time?😳,2024-02-04 22:29:49
BOS 2 men in light blue jackets just entered U8 in Alex for. Hermannstr,2024-02-04 21:40:38
Hab dir nh Pn geschickt :),2024-02-04 20:16:14
"Guten Abend.  Leute, ich habe eine Frage.  Ich habe wegen Fahrens ohne Fahrschein ein Bußgeld in Höhe von 60 Euro erhalten.  Ich habe am 22. Januar ein Bußgeld erhalten, und das Bußgeld besagt, dass ich es innerhalb von 14 Tagen (bis zum 5. Februar) bezahlen kann. Das bedeutet, dass ich das Bußgeld am 5. Februar noch zahlen kann, oder heißt das, dass es so sein muss? vor diesem Datum bezahlt, und ab dem fünften Datum kann ich es nicht mehr bezahlen?",2024-02-04 20:12:18
"They are in, coming to Alex",2024-02-04 19:08:15
Hermanstrasse direktion,2024-02-04 19:07:23
2 Bos Westen Gleis U8 Weinmeisterstrasse,2024-02-04 19:07:15
Bellevue S-Bahn civil Kontrolleure,2024-02-04 18:48:27
Richtung kutcshi...,2024-02-04 18:27:44
Roseneathaler platz...,2024-02-04 18:27:13
5 Personen u8 weinmeisterstr,2024-02-04 18:11:12
,2024-02-04 18:10:54
3 Männer blaue Weste U8 Weinmeisterstraße,2024-02-04 18:08:19
Sind mittlerweile 5 und stehen immer noch U Rosenthaler Platz,2024-02-04 18:02:11
"U8 am Rosenthaler Platz, 3 Männer mit blaue veste",2024-02-04 17:56:20
"U8 Weinmeisterst, 2 Teams am Gleis",2024-02-04 17:42:15
U8 Gesùndbrinnen to wittenau,2024-02-04 17:32:05
kotti u3,2024-02-04 17:31:25
U7 richtung rudow eben höhe mehringdamm,2024-02-04 17:02:58
Unglaublich,2024-02-04 17:02:31
,2024-02-04 17:02:10
Veste von kötter,2024-02-04 16:58:56
Kontrollettis am Kottbusser Tor oben u1/u3 stehen Richtung Warschauer Str,2024-02-04 16:58:47
"U1/u3
Am Gleis am kotti 
Mit blaue veste",2024-02-04 16:58:39
2 securitys ausgestiegen u9 Kurfürstendamm,2024-02-04 16:50:41
2 blauwesten möckernbrücke Richtung krumme lanke,2024-02-04 15:56:49
"S3 Richtung erkner Höhe savignyplatz zwei kontrolettis, 1x weiblich gelesen pinker hoodie schwarze Weste, 1x männlich gelesen dunkle Jacke",2024-02-04 15:47:34
U8 bernauer str nach wittenau,2024-02-04 15:46:38
u3 halesches tor,2024-02-04 15:31:19
U1 kotti Richtung Prinzenstraße,2024-02-04 15:14:47
s25 nach Gesundbrunnen,2024-02-04 14:46:08
Sind jetzt am Bahnsteig u6 paradestraße Richtung k. Schumacher Platz. Vier Kontrollore mit dunkelblauen jacken,2024-02-04 14:40:36
Sei steigen jetzt aus bei Tempelhof,2024-02-04 14:34:58
"Jetzt U6 Richtung alt mariendorf, wir sind gleich bei Tempelhof",2024-02-04 14:33:56
Jetzt richtung s41,2024-02-04 14:33:39
2 schwarze jacke hermannstr richtung s42,2024-02-04 14:30:35
S + U Hermannstrasse black jackets,2024-02-04 14:29:39
U6 richtung alt Mariendorf gleich paradestr BOS,2024-02-04 14:27:31
In CIVIL !,2024-02-04 14:25:42
Er ist eventuell allein unterwegs,2024-02-04 14:25:22
S Tiergarten / S9 / ri Spandau / hat  1 erwischt,2024-02-04 14:24:56
